AdultObesity,Adult Smokers (% of pop),ChildrenInPoverty,County,Diabetic (% of pop),FoodInsecure,Number of Records,Physically Inactive (% of pop),Region,State
0.37,0.22,0.30,Jackson,0.12,0.19,1,0.36,Northeast,Ohio
0.31,0.20,0.22,Erie,0.12,0.16,1,0.25,Northeast,Ohio
0.34,0.21,0.25,Allen,0.12,0.17,1,0.32,Northeast,Ohio
0.33,0.22,0.27,Muskingum,0.12,0.18,1,0.35,Northeast,Ohio
0.32,0.20,0.21,Sandusky,0.12,0.14,1,0.33,Northeast,Ohio
0.35,0.20,0.21,Carroll,0.12,0.15,1,0.27,Northeast,Ohio
0.32,0.21,0.24,Columbiana,0.12,0.16,1,0.31,Northeast,Ohio
0.34,0.22,0.28,Highland,0.12,0.18,1,0.29,Northeast,Ohio
0.32,0.18,0.25,Crawford,0.12,0.16,1,0.31,Northeast,Ohio
0.34,0.21,0.27,Coshocton,0.12,0.17,1,0.28,Northeast,Ohio
0.39,0.21,0.27,Lawrence,0.12,0.16,1,0.37,Northeast,Ohio
0.33,0.20,0.28,Trumbull,0.12,0.17,1,0.29,Northeast,Ohio
0.32,0.20,0.29,Lucas,0.12,0.19,1,0.27,Northeast,Ohio
0.33,0.21,0.21,Washington,0.12,0.15,1,0.34,Northeast,Ohio
0.30,0.20,0.28,Clark,0.13,0.17,1,0.28,Northeast,Ohio
0.31,0.22,0.32,Ashtabula,0.13,0.17,1,0.26,Northeast,Ohio
0.31,0.24,0.33,Pike,0.13,0.19,1,0.26,Northeast,Ohio
0.29,0.20,0.26,Harrison,0.13,0.16,1,0.29,Northeast,Ohio
0.36,0.18,0.23,Monroe,0.13,0.17,1,0.36,Northeast,Ohio
0.31,0.20,0.29,Mahoning,0.13,0.17,1,0.29,Northeast,Ohio
0.31,0.23,0.36,Vinton,0.13,0.18,1,0.30,Northeast,Ohio
0.31,0.23,0.38,Gallia,0.13,0.16,1,0.32,Northeast,Ohio
0.28,0.23,0.33,Adams,0.13,0.19,1,0.30,Northeast,Ohio
0.29,0.18,0.30,Cuyahoga,0.13,0.19,1,0.26,Northeast,Ohio
0.31,0.21,0.30,Montgomery,0.13,0.19,1,0.26,Northeast,Ohio
0.34,0.21,0.31,Jefferson,0.13,0.17,1,0.29,Northeast,Ohio
0.35,0.23,0.33,Meigs,0.13,0.19,1,0.33,Northeast,Ohio
0.36,0.25,0.36,Scioto,0.13,0.19,1,0.30,Northeast,Ohio
0.33,0.21,0.28,Morgan,0.13,0.18,1,0.28,Northeast,Ohio
0.33,0.20,0.20,Noble,0.14,0.16,1,0.35,Northeast,Ohio
0.25,0.18,0.12,Centre,0.08,0.15,1,0.19,Northeast,Pennsylvania
0.24,0.14,0.09,Chester,0.09,0.10,1,0.17,Northeast,Pennsylvania
0.24,0.16,0.09,Montgomery,0.09,0.11,1,0.19,Northeast,Pennsylvania
0.26,0.17,0.13,Cumberland,0.09,0.12,1,0.18,Northeast,Pennsylvania
0.26,0.16,0.08,Bucks,0.09,0.10,1,0.22,Northeast,Pennsylvania
0.33,0.18,0.15,Perry,0.10,0.11,1,0.29,Northeast,Pennsylvania
0.29,0.18,0.15,Union,0.10,0.13,1,0.26,Northeast,Pennsylvania
0.33,0.19,0.20,Snyder,0.10,0.13,1,0.25,Northeast,Pennsylvania
0.32,0.21,0.23,Clinton,0.10,0.15,1,0.25,Northeast,Pennsylvania
0.29,0.17,0.15,Lancaster,0.10,0.11,1,0.21,Northeast,Pennsylvania
0.36,0.20,0.22,Indiana,0.10,0.14,1,0.28,Northeast,Pennsylvania
0.35,0.21,0.18,Columbia,0.10,0.14,1,0.25,Northeast,Pennsylvania
0.29,0.18,0.10,Butler,0.10,0.11,1,0.22,Northeast,Pennsylvania
0.26,0.19,0.19,Allegheny,0.10,0.14,1,0.23,Northeast,Pennsylvania
0.32,0.17,0.15,Adams,0.10,0.10,1,0.24,Northeast,Pennsylvania
0.32,0.17,0.17,Montour,0.10,0.11,1,0.24,Northeast,Pennsylvania
0.31,0.18,0.17,Lebanon,0.10,0.11,1,0.22,Northeast,Pennsylvania
0.25,0.19,0.15,Delaware,0.10,0.14,1,0.21,Northeast,Pennsylvania
0.29,0.19,0.14,Washington,0.10,0.12,1,0.27,Northeast,Pennsylvania
0.33,0.19,0.18,Wyoming,0.10,0.13,1,0.26,Northeast,Pennsylvania
0.33,0.21,0.22,Greene,0.10,0.13,1,0.31,Northeast,Pennsylvania
0.30,0.19,0.17,Franklin,0.11,0.12,1,0.27,Northeast,Pennsylvania
0.30,0.20,0.23,Lycoming,0.11,0.14,1,0.25,Northeast,Pennsylvania
0.31,0.22,0.23,Erie,0.11,0.15,1,0.26,Northeast,Pennsylvania
0.28,0.18,0.14,Elk,0.11,0.12,1,0.27,Northeast,Pennsylvania
0.30,0.20,0.20,Lackawanna,0.11,0.14,1,0.25,Northeast,Pennsylvania
0.33,0.20,0.19,Clarion,0.11,0.15,1,0.26,Northeast,Pennsylvania
0.28,0.17,0.14,Northampton,0.11,0.11,1,0.26,Northeast,Pennsylvania
0.31,0.20,0.21,Berks,0.11,0.11,1,0.25,Northeast,Pennsylvania
0.32,0.18,0.15,York,0.11,0.12,1,0.23,Northeast,Pennsylvania
0.30,0.20,0.21,Huntingdon,0.11,0.14,1,0.27,Northeast,Pennsylvania
0.29,0.18,0.20,Lehigh,0.11,0.12,1,0.22,Northeast,Pennsylvania
0.35,0.20,0.19,Schuylkill,0.11,0.14,1,0.29,Northeast,Pennsylvania
0.33,0.20,0.21,Armstrong,0.11,0.13,1,0.29,Northeast,Pennsylvania
0.31,0.20,0.23,Tioga,0.11,0.14,1,0.27,Northeast,Pennsylvania
0.33,0.19,0.21,Fulton,0.11,0.13,1,0.27,Northeast,Pennsylvania
0.33,0.19,0.18,Juniata,0.11,0.12,1,0.26,Northeast,Pennsylvania
0.33,0.19,0.19,Bradford,0.11,0.13,1,0.25,Northeast,Pennsylvania
0.29,0.22,0.21,Jefferson,0.11,0.14,1,0.30,Northeast,Pennsylvania
0.33,0.22,0.25,Mercer,0.11,0.14,1,0.27,Northeast,Pennsylvania
0.28,0.19,0.14,Westmoreland,0.11,0.12,1,0.25,Northeast,Pennsylvania
0.30,0.19,0.17,Beaver,0.11,0.13,1,0.28,Northeast,Pennsylvania
0.36,0.20,0.21,Carbon,0.11,0.13,1,0.26,Northeast,Pennsylvania
0.34,0.20,0.23,Crawford,0.11,0.14,1,0.29,Northeast,Pennsylvania
0.31,0.21,0.25,McKean,0.11,0.14,1,0.26,Northeast,Pennsylvania
0.29,0.17,0.16,Pike,0.11,0.11,1,0.22,Northeast,Pennsylvania
0.29,0.18,0.24,Luzerne,0.11,0.15,1,0.30,Northeast,Pennsylvania
0.35,0.19,0.21,Somerset,0.11,0.14,1,0.29,Northeast,Pennsylvania
0.33,0.19,0.21,Lawrence,0.11,0.14,1,0.25,Northeast,Pennsylvania
0.34,0.20,0.21,Blair,0.11,0.13,1,0.29,Northeast,Pennsylvania
0.34,0.21,0.23,Northumberland,0.11,0.14,1,0.28,Northeast,Pennsylvania
0.32,0.18,0.20,Susquehanna,0.11,0.12,1,0.24,Northeast,Pennsylvania
0.31,0.19,0.21,Dauphin,0.11,0.14,1,0.24,Northeast,Pennsylvania
0.29,0.20,0.24,Cambria,0.11,0.14,1,0.26,Northeast,Pennsylvania
0.33,0.21,0.22,Clearfield,0.11,0.14,1,0.27,Northeast,Pennsylvania
0.33,0.18,0.24,Warren,0.12,0.12,1,0.22,Northeast,Pennsylvania
0.27,0.19,0.20,Monroe,0.12,0.12,1,0.25,Northeast,Pennsylvania
0.34,0.20,0.25,Venango,0.12,0.14,1,0.26,Northeast,Pennsylvania
0.35,0.21,0.20,Bedford,0.12,0.13,1,0.28,Northeast,Pennsylvania
0.33,0.20,0.20,Wayne,0.12,0.12,1,0.24,Northeast,Pennsylvania
0.32,0.21,0.25,Mifflin,0.12,0.14,1,0.27,Northeast,Pennsylvania
0.33,0.22,0.41,Forest,0.12,0.15,1,0.23,Northeast,Pennsylvania
0.32,0.20,0.23,Potter,0.12,0.14,1,0.30,Northeast,Pennsylvania
0.28,0.19,0.22,Cameron,0.12,0.15,1,0.27,Northeast,Pennsylvania
0.32,0.18,0.22,Sullivan,0.12,0.13,1,0.32,Northeast,Pennsylvania
0.29,0.23,0.37,Philadelphia,0.12,0.21,1,0.26,Northeast,Pennsylvania
0.36,0.23,0.31,Fayette,0.13,0.15,1,0.34,Northeast,Pennsylvania
0.21,0.13,0.09,Bristol,0.08,0.12,1,0.22,Northeast,Rhode Island
0.24,0.13,0.12,Washington,0.08,0.12,1,0.20,Northeast,Rhode Island
0.22,0.14,0.13,Newport,0.09,0.14,1,0.19,Northeast,Rhode Island
0.28,0.15,0.13,Kent,0.09,0.13,1,0.23,Northeast,Rhode Island
0.28,0.16,0.27,Providence,0.10,0.16,1,0.26,Northeast,Rhode Island
0.21,0.12,0.11,Chittenden,0.06,0.13,1,0.15,Northeast,Vermont
0.24,0.13,0.13,Addison,0.07,0.12,1,0.18,Northeast,Vermont
0.28,0.17,0.14,Franklin,0.07,0.12,1,0.25,Northeast,Vermont
0.23,0.14,0.14,Washington,0.08,0.12,1,0.18,Northeast,Vermont
0.25,0.17,0.16,Lamoille,0.08,0.13,1,0.18,Northeast,Vermont
0.26,0.16,0.14,Grand Isle,0.08,0.11,1,0.19,Northeast,Vermont
0.23,0.14,0.16,Windsor,0.08,0.12,1,0.19,Northeast,Vermont
0.26,0.16,0.18,Orange,0.08,0.12,1,0.21,Northeast,Vermont
0.29,0.15,0.19,Caledonia,0.08,0.14,1,0.21,Northeast,Vermont
0.23,0.16,0.18,Windham,0.08,0.13,1,0.19,Northeast,Vermont
0.25,0.15,0.19,Bennington,0.09,0.14,1,0.20,Northeast,Vermont
0.28,0.17,0.19,Rutland,0.09,0.14,1,0.21,Northeast,Vermont
0.30,0.18,0.23,Orleans,0.09,0.14,1,0.25,Northeast,Vermont
0.28,0.19,0.26,Essex,0.10,0.14,1,0.27,Northeast,Vermont
