AdultObesity,Adult Smokers (% of pop),ChildrenInPoverty,County,Diabetic (% of pop),FoodInsecure,Number of Records,Physically Inactive (% of pop),Region,State
0.35,0.15,0.29,Pacific,0.13,0.16,1,0.27,West,Washington
0.29,0.18,0.32,Okanogan,0.13,0.15,1,0.26,West,Washington
0.33,0.14,0.27,Wahkiakum,0.13,0.18,1,0.24,West,Washington
0.27,0.19,0.29,Ferry,0.13,0.18,1,0.20,West,Washington
0.34,0.19,0.09,Campbell,0.06,0.10,1,0.25,West,Wyoming
0.13,0.15,0.10,Teton,0.07,0.12,1,0.11,West,Wyoming
0.21,0.19,0.15,Albany,0.07,0.17,1,0.17,West,Wyoming
0.28,0.20,0.14,Natrona,0.07,0.12,1,0.23,West,Wyoming
0.21,0.15,0.08,Sublette,0.07,0.10,1,0.19,West,Wyoming
0.29,0.19,0.12,Sweetwater,0.08,0.11,1,0.26,West,Wyoming
0.28,0.17,0.13,Converse,0.08,0.11,1,0.28,West,Wyoming
0.28,0.15,0.11,Crook,0.08,0.12,1,0.29,West,Wyoming
0.25,0.16,0.16,Park,0.08,0.13,1,0.23,West,Wyoming
0.30,0.18,0.13,Uinta,0.08,0.13,1,0.25,West,Wyoming
0.28,0.20,0.14,Laramie,0.09,0.12,1,0.23,West,Wyoming
0.24,0.14,0.12,Lincoln,0.09,0.12,1,0.23,West,Wyoming
0.27,0.18,0.14,Carbon,0.09,0.11,1,0.28,West,Wyoming
0.25,0.16,0.13,Sheridan,0.09,0.13,1,0.22,West,Wyoming
0.23,0.15,0.12,Johnson,0.09,0.13,1,0.24,West,Wyoming
0.29,0.18,0.18,Weston,0.09,0.13,1,0.25,West,Wyoming
0.27,0.18,0.18,Niobrara,0.10,0.15,1,0.27,West,Wyoming
0.28,0.16,0.15,Big Horn,0.10,0.12,1,0.23,West,Wyoming
0.26,0.19,0.20,Fremont,0.10,0.14,1,0.25,West,Wyoming
0.28,0.18,0.19,Goshen,0.10,0.14,1,0.27,West,Wyoming
0.27,0.17,0.19,Platte,0.10,0.13,1,0.27,West,Wyoming
0.25,0.16,0.16,Washakie,0.11,0.12,1,0.22,West,Wyoming
0.25,0.16,0.17,Hot Springs,0.11,0.14,1,0.26,West,Wyoming
