AdultObesity,Adult Smokers (% of pop),ChildrenInPoverty,County,Diabetic (% of pop),FoodInsecure,Number of Records,Physically Inactive (% of pop),Region,State
0.27,0.16,0.32,El Paso,0.15,0.13,1,0.24,South,Texas
0.29,0.16,0.37,Floyd,0.15,0.16,1,0.28,South,Texas
0.32,0.18,0.42,Webb,0.15,0.11,1,0.27,South,Texas
0.31,0.17,0.39,Hall,0.15,0.19,1,0.31,South,Texas
0.29,0.13,0.40,Menard,0.15,0.17,1,0.31,South,Texas
0.37,0.15,0.46,Hidalgo,0.16,0.14,1,0.25,South,Texas
0.29,0.13,0.37,Edwards,0.16,0.12,1,0.28,South,Texas
0.33,0.18,0.38,San Augustine,0.16,0.25,1,0.30,South,Texas
0.31,0.15,0.35,Dimmit,0.16,0.10,1,0.27,South,Texas
0.30,0.16,0.30,Kenedy,0.16,0.15,1,0.28,South,Texas
0.30,0.18,0.45,Zapata,0.16,0.10,1,0.28,South,Texas
0.29,0.16,0.25,Kinney,0.17,0.14,1,0.29,South,Texas
0.29,0.20,0.46,Willacy,0.17,0.16,1,0.27,South,Texas
0.32,0.18,0.47,Cameron,0.17,0.14,1,0.22,South,Texas
0.31,0.23,0.19,Loving,0.17,0.18,1,0.25,South,Texas
0.31,0.18,0.37,Culberson,0.18,0.11,1,0.29,South,Texas
0.30,0.18,0.36,Maverick,0.18,0.13,1,0.28,South,Texas
0.30,0.16,0.33,Jim Hogg,0.18,0.06,1,0.28,South,Texas
0.30,0.16,0.34,Duval,0.18,0.09,1,0.29,South,Texas
0.30,0.20,0.44,Starr,0.18,0.15,1,0.24,South,Texas
0.30,0.19,0.41,Zavala,0.18,0.16,1,0.28,South,Texas
0.28,0.16,0.34,Presidio,0.19,0.14,1,0.30,South,Texas
0.29,0.21,0.39,Hudspeth,0.20,0.13,1,0.26,South,Texas
0.29,0.19,0.46,Brooks,0.21,0.13,1,0.29,South,Texas
0.33,0.00,0.00,Bedford City,0.00,0.17,1,0.25,South,Virginia
0.17,0.13,0.11,Arlington,0.06,0.09,1,0.14,South,Virginia
0.27,0.20,0.17,Lexington City,0.07,0.18,1,0.23,South,Virginia
0.29,0.27,0.21,Radford City,0.07,0.20,1,0.21,South,Virginia
0.24,0.21,0.16,Montgomery,0.07,0.15,1,0.19,South,Virginia
0.22,0.13,0.04,Loudoun,0.07,0.05,1,0.20,South,Virginia
0.27,0.24,0.24,Harrisonburg City,0.07,0.17,1,0.19,South,Virginia
0.27,0.18,0.24,Williamsburg City,0.07,0.17,1,0.24,South,Virginia
0.20,0.12,0.09,Fairfax,0.08,0.06,1,0.15,South,Virginia
0.33,0.16,0.08,Stafford,0.08,0.08,1,0.22,South,Virginia
0.21,0.14,0.16,Alexandria City,0.08,0.11,1,0.16,South,Virginia
0.26,0.15,0.03,Falls Church City,0.08,0.07,1,0.22,South,Virginia
0.26,0.22,0.24,Charlottesville City,0.08,0.18,1,0.19,South,Virginia
0.25,0.15,0.10,Prince William,0.08,0.07,1,0.18,South,Virginia
0.30,0.20,0.23,Fredericksburg City,0.08,0.16,1,0.23,South,Virginia
0.23,0.15,0.10,Albemarle,0.08,0.10,1,0.20,South,Virginia
0.29,0.16,0.11,King George,0.08,0.10,1,0.25,South,Virginia
0.27,0.17,0.12,Virginia Beach City,0.08,0.11,1,0.20,South,Virginia
0.33,0.15,0.12,Frederick,0.08,0.08,1,0.24,South,Virginia
0.27,0.15,0.08,Hanover,0.09,0.08,1,0.22,South,Virginia
0.27,0.15,0.07,York,0.09,0.09,1,0.22,South,Virginia
0.28,0.17,0.16,Manassas Park,0.09,0.07,1,0.22,South,Virginia
0.30,0.17,0.15,Manassas Park,0.09,0.06,1,0.24,South,Virginia
0.23,0.13,0.08,Fairfax City,0.09,0.06,1,0.19,South,Virginia
0.31,0.15,0.09,Powhatan,0.09,0.08,1,0.25,South,Virginia
0.27,0.15,0.07,Poquoson City,0.09,0.07,1,0.23,South,Virginia
0.26,0.16,0.09,Fauquier,0.09,0.07,1,0.24,South,Virginia
0.24,0.17,0.14,Salem City,0.09,0.12,1,0.23,South,Virginia
0.34,0.18,0.13,Spotsylvania,0.09,0.09,1,0.25,South,Virginia
0.27,0.18,0.11,Roanoke,0.09,0.09,1,0.25,South,Virginia
0.28,0.18,0.16,Warren,0.09,0.10,1,0.20,South,Virginia
0.28,0.16,0.16,Rockingham,0.09,0.09,1,0.24,South,Virginia
0.32,0.16,0.10,New Kent,0.09,0.08,1,0.23,South,Virginia
0.27,0.17,0.11,Chesterfield,0.09,0.10,1,0.20,South,Virginia
0.27,0.17,0.14,Greene,0.09,0.09,1,0.25,South,Virginia
0.26,0.15,0.11,Botetourt,0.09,0.08,1,0.24,South,Virginia
0.33,0.16,0.15,Gloucester,0.09,0.09,1,0.24,South,Virginia
0.31,0.16,0.14,Chesapeake City,0.09,0.12,1,0.22,South,Virginia
0.28,0.16,0.11,Clarke,0.09,0.08,1,0.23,South,Virginia
0.30,0.18,0.15,Culpeper,0.09,0.10,1,0.25,South,Virginia
0.35,0.19,0.13,Prince George,0.09,0.12,1,0.26,South,Virginia
0.31,0.21,0.32,Norfolk City,0.09,0.19,1,0.25,South,Virginia
0.30,0.16,0.11,Fluvanna,0.10,0.08,1,0.23,South,Virginia
0.29,0.17,0.17,Bland,0.10,0.11,1,0.28,South,Virginia
0.30,0.17,0.13,King William,0.10,0.10,1,0.29,South,Virginia
0.28,0.16,0.17,Henrico,0.10,0.13,1,0.22,South,Virginia
0.26,0.16,0.19,Colonial Heights City,0.10,0.12,1,0.26,South,Virginia
0.30,0.17,0.14,Augusta,0.10,0.09,1,0.24,South,Virginia
0.31,0.18,0.18,Giles,0.10,0.11,1,0.30,South,Virginia
0.30,0.20,0.32,Lynchburg City,0.10,0.18,1,0.22,South,Virginia
0.26,0.17,0.18,Shenandoah,0.10,0.10,1,0.21,South,Virginia
0.27,0.20,0.22,Winchester City,0.10,0.13,1,0.24,South,Virginia
0.34,0.21,0.26,Newport News City,0.10,0.16,1,0.27,South,Virginia
0.31,0.16,0.14,Bedford,0.10,0.09,1,0.23,South,Virginia
0.29,0.17,0.21,Craig,0.10,0.10,1,0.24,South,Virginia
0.31,0.17,0.21,Washington,0.10,0.11,1,0.28,South,Virginia
0.33,0.21,0.29,Wise,0.10,0.15,1,0.37,South,Virginia
0.25,0.15,0.12,James City,0.10,0.09,1,0.24,South,Virginia
0.25,0.15,0.10,Goochland,0.10,0.08,1,0.25,South,Virginia
0.28,0.17,0.16,Orange,0.10,0.11,1,0.28,South,Virginia
0.27,0.19,0.20,Floyd,0.10,0.11,1,0.23,South,Virginia
0.28,0.22,0.33,Norton City,0.10,0.16,1,0.24,South,Virginia
0.30,0.20,0.25,Waynesboro City,0.11,0.15,1,0.23,South,Virginia
0.31,0.22,0.25,Russell,0.11,0.14,1,0.29,South,Virginia
0.28,0.22,0.25,Buena Vista City,0.11,0.14,1,0.24,South,Virginia
0.27,0.17,0.24,Franklin,0.11,0.11,1,0.23,South,Virginia
0.28,0.19,0.26,Staunton City,0.11,0.15,1,0.26,South,Virginia
0.30,0.19,0.24,Page,0.11,0.14,1,0.25,South,Virginia
0.33,0.19,0.19,Campbell,0.11,0.12,1,0.29,South,Virginia
0.30,0.20,0.22,Wythe,0.11,0.12,1,0.27,South,Virginia
0.29,0.19,0.25,Tazewell,0.11,0.13,1,0.31,South,Virginia
0.27,0.21,0.27,Smyth,0.11,0.14,1,0.27,South,Virginia
0.26,0.16,0.17,Rappahannock,0.11,0.09,1,0.25,South,Virginia
0.30,0.18,0.21,Amherst,0.11,0.12,1,0.30,South,Virginia
0.32,0.20,0.22,Pulaski,0.11,0.12,1,0.26,South,Virginia
0.30,0.20,0.27,Dickenson,0.11,0.14,1,0.28,South,Virginia
0.29,0.17,0.14,Isle of Wight,0.11,0.11,1,0.26,South,Virginia
0.35,0.17,0.17,Louisa,0.11,0.11,1,0.28,South,Virginia
0.24,0.17,0.19,Rockbridge,0.11,0.11,1,0.28,South,Virginia
0.30,0.21,0.30,Prince Edward,0.11,0.18,1,0.25,South,Virginia
0.30,0.19,0.20,Suffolk City,0.11,0.14,1,0.25,South,Virginia
0.33,0.20,0.26,Scott,0.11,0.13,1,0.31,South,Virginia
0.30,0.24,0.39,Richmond City,0.11,0.21,1,0.22,South,Virginia
0.31,0.17,0.22,Alleghany,0.11,0.12,1,0.27,South,Virginia
0.31,0.18,0.18,Madison,0.11,0.10,1,0.26,South,Virginia
0.30,0.19,0.17,Caroline,0.11,0.13,1,0.22,South,Virginia
0.29,0.21,0.35,Bristol City,0.11,0.16,1,0.25,South,Virginia
0.29,0.19,0.27,Covington City,0.11,0.15,1,0.26,South,Virginia
0.31,0.18,0.16,Bath,0.11,0.11,1,0.29,South,Virginia
0.28,0.24,0.32,Lee,0.11,0.16,1,0.29,South,Virginia
0.27,0.15,0.18,Mathews,0.12,0.10,1,0.23,South,Virginia
0.33,0.19,0.18,Dinwiddie,0.12,0.14,1,0.29,South,Virginia
0.30,0.22,0.31,Buchanan,0.12,0.15,1,0.30,South,Virginia
0.30,0.20,0.22,Appomattox,0.12,0.13,1,0.26,South,Virginia
0.34,0.21,0.33,Roanoke City,0.12,0.17,1,0.26,South,Virginia
0.31,0.19,0.19,Amelia,0.12,0.11,1,0.27,South,Virginia
0.31,0.20,0.25,Carroll,0.12,0.13,1,0.26,South,Virginia
0.30,0.19,0.24,Richmond,0.12,0.14,1,0.25,South,Virginia
0.32,0.20,0.22,Hampton City,0.12,0.17,1,0.25,South,Virginia
0.34,0.20,0.31,Hopewell City,0.12,0.19,1,0.27,South,Virginia
0.28,0.18,0.22,Nelson,0.12,0.12,1,0.21,South,Virginia
0.29,0.21,0.35,Galax City,0.12,0.14,1,0.26,South,Virginia
0.27,0.17,0.22,Highland,0.12,0.09,1,0.25,South,Virginia
0.31,0.20,0.32,Patrick,0.12,0.13,1,0.27,South,Virginia
0.33,0.21,0.29,Grayson,0.12,0.14,1,0.34,South,Virginia
0.26,0.16,0.26,Middlesex,0.13,0.11,1,0.23,South,Virginia
0.31,0.18,0.23,King and Queen,0.13,0.12,1,0.28,South,Virginia
0.33,0.19,0.20,Pittsylvania,0.13,0.13,1,0.30,South,Virginia
0.37,0.20,0.28,Portsmouth City,0.13,0.19,1,0.28,South,Virginia
0.33,0.21,0.27,Buckingham,0.13,0.16,1,0.33,South,Virginia
0.33,0.19,0.22,Southampton,0.13,0.15,1,0.33,South,Virginia
0.30,0.19,0.25,Essex,0.13,0.14,1,0.30,South,Virginia
0.32,0.20,0.30,Charlotte,0.13,0.16,1,0.28,South,Virginia
0.32,0.20,0.31,Henry,0.14,0.15,1,0.36,South,Virginia
0.31,0.20,0.29,Cumberland,0.14,0.15,1,0.24,South,Virginia
0.27,0.20,0.29,Lunenburg,0.14,0.17,1,0.28,South,Virginia
0.36,0.22,0.31,Nottoway,0.14,0.16,1,0.31,South,Virginia
0.33,0.19,0.20,Surry,0.14,0.15,1,0.29,South,Virginia
0.39,0.23,0.31,Sussex,0.14,0.18,1,0.27,South,Virginia
0.31,0.15,0.26,Lancaster,0.14,0.13,1,0.26,South,Virginia
0.30,0.20,0.28,Westmoreland,0.14,0.13,1,0.30,South,Virginia
0.37,0.20,0.31,Accomack,0.14,0.15,1,0.30,South,Virginia
0.35,0.24,0.27,Greensville,0.14,0.19,1,0.29,South,Virginia
0.26,0.16,0.30,Northumberland,0.15,0.13,1,0.25,South,Virginia
0.32,0.19,0.31,Mecklenburg,0.15,0.17,1,0.27,South,Virginia
0.35,0.21,0.32,Brunswick,0.15,0.20,1,0.29,South,Virginia
0.36,0.21,0.25,Halifax,0.15,0.18,1,0.30,South,Virginia
0.35,0.20,0.33,Northampton,0.15,0.17,1,0.31,South,Virginia
0.33,0.22,0.35,Martinsville City,0.15,0.23,1,0.28,South,Virginia
0.35,0.22,0.37,Danville City,0.15,0.22,1,0.30,South,Virginia
0.36,0.19,0.19,Charles City,0.15,0.14,1,0.30,South,Virginia
0.34,0.23,0.35,Franklin City,0.16,0.23,1,0.28,South,Virginia
0.38,0.23,0.38,Petersburg City,0.16,0.25,1,0.28,South,Virginia
0.32,0.24,0.42,Emporia City,0.17,0.25,1,0.30,South,Virginia
0.27,0.22,0.17,Monongalia,0.09,0.16,1,0.26,South,West Virginia
0.33,0.19,0.13,Putnam,0.11,0.11,1,0.29,South,West Virginia
0.36,0.26,0.19,Berkeley,0.11,0.13,1,0.28,South,West Virginia
0.33,0.22,0.13,Jefferson,0.11,0.11,1,0.28,South,West Virginia
0.34,0.23,0.23,Marion,0.11,0.14,1,0.30,South,West Virginia
0.36,0.24,0.23,Preston,0.12,0.12,1,0.35,South,West Virginia
0.38,0.23,0.22,Pleasants,0.12,0.13,1,0.32,South,West Virginia
0.33,0.25,0.27,Cabell,0.12,0.16,1,0.32,South,West Virginia
0.35,0.24,0.25,Doddridge,0.12,0.13,1,0.35,South,West Virginia
0.29,0.24,0.26,Ohio,0.12,0.14,1,0.22,South,West Virginia
0.36,0.26,0.27,Upshur,0.12,0.14,1,0.29,South,West Virginia
0.36,0.24,0.23,Taylor,0.12,0.14,1,0.36,South,West Virginia
0.39,0.28,0.28,Gilmer,0.12,0.16,1,0.30,South,West Virginia
0.33,0.23,0.19,Harrison,0.12,0.14,1,0.32,South,West Virginia
0.31,0.23,0.25,Jackson,0.12,0.15,1,0.31,South,West Virginia
0.33,0.22,0.21,Marshall,0.12,0.14,1,0.28,South,West Virginia
0.38,0.23,0.30,Wirt,0.12,0.15,1,0.34,South,West Virginia
0.36,0.24,0.28,Randolph,0.12,0.14,1,0.30,South,West Virginia
0.35,0.22,0.23,Brooke,0.13,0.14,1,0.33,South,West Virginia
0.34,0.24,0.27,Wood,0.13,0.14,1,0.32,South,West Virginia
0.35,0.25,0.28,Boone,0.13,0.15,1,0.35,South,West Virginia
0.34,0.23,0.24,Tyler,0.13,0.15,1,0.37,South,West Virginia
0.36,0.25,0.27,Nicholas,0.13,0.15,1,0.39,South,West Virginia
0.36,0.25,0.28,Mason,0.13,0.16,1,0.38,South,West Virginia
0.35,0.25,0.28,Barbour,0.13,0.14,1,0.36,South,West Virginia
0.36,0.22,0.25,Tucker,0.13,0.15,1,0.37,South,West Virginia
0.35,0.22,0.25,Raleigh,0.13,0.15,1,0.34,South,West Virginia
0.38,0.23,0.21,Hancock,0.13,0.15,1,0.34,South,West Virginia
0.41,0.27,0.37,Mingo,0.13,0.18,1,0.41,South,West Virginia
0.34,0.22,0.21,Morgan,0.13,0.15,1,0.31,South,West Virginia
0.37,0.22,0.26,Grant,0.13,0.15,1,0.38,South,West Virginia
0.32,0.23,0.26,Kanawha,0.13,0.14,1,0.30,South,West Virginia
0.35,0.24,0.22,Mineral,0.13,0.16,1,0.26,South,West Virginia
0.36,0.27,0.28,Lewis,0.13,0.15,1,0.32,South,West Virginia
0.33,0.23,0.27,Wetzel,0.13,0.16,1,0.35,South,West Virginia
0.38,0.26,0.31,Wyoming,0.13,0.16,1,0.38,South,West Virginia
0.41,0.27,0.32,Lincoln,0.13,0.17,1,0.40,South,West Virginia
0.32,0.22,0.29,Monroe,0.13,0.12,1,0.34,South,West Virginia
0.34,0.24,0.29,Greenbrier,0.13,0.15,1,0.34,South,West Virginia
0.38,0.25,0.28,Wayne,0.13,0.15,1,0.37,South,West Virginia
0.34,0.25,0.30,Hampshire,0.13,0.17,1,0.31,South,West Virginia
0.34,0.23,0.26,Ritchie,0.13,0.14,1,0.34,South,West Virginia
0.36,0.24,0.25,Hardy,0.14,0.14,1,0.37,South,West Virginia
0.31,0.25,0.31,Braxton,0.14,0.16,1,0.34,South,West Virginia
0.41,0.28,0.28,Logan,0.14,0.16,1,0.37,South,West Virginia
0.34,0.24,0.31,Mercer,0.14,0.16,1,0.34,South,West Virginia
0.35,0.25,0.31,Fayette,0.14,0.16,1,0.36,South,West Virginia
0.38,0.23,0.34,Summers,0.14,0.15,1,0.36,South,West Virginia
0.32,0.23,0.28,Pocahontas,0.14,0.15,1,0.28,South,West Virginia
0.37,0.26,0.30,Roane,0.14,0.17,1,0.35,South,West Virginia
0.36,0.26,0.36,Clay,0.14,0.18,1,0.40,South,West Virginia
0.35,0.22,0.26,Pendleton,0.14,0.14,1,0.30,South,West Virginia
0.35,0.26,0.30,Calhoun,0.14,0.17,1,0.35,South,West Virginia
0.36,0.27,0.40,Webster,0.15,0.18,1,0.36,South,West Virginia
0.40,0.31,0.46,McDowell,0.16,0.20,1,0.38,South,West Virginia
