AdultObesity,Adult Smokers (% of pop),ChildrenInPoverty,County,Diabetic (% of pop),FoodInsecure,Number of Records,Physically Inactive (% of pop),Region,State
0.33,0.21,0.17,Anderson,0.11,0.13,1,0.28,South,Kentucky
0.28,0.22,0.22,Kenton,0.11,0.14,1,0.24,South,Kentucky
0.30,0.22,0.23,Pendleton,0.11,0.15,1,0.32,South,Kentucky
0.36,0.25,0.21,Meade,0.11,0.16,1,0.29,South,Kentucky
0.37,0.27,0.30,Christian,0.11,0.20,1,0.31,South,Kentucky
0.34,0.20,0.18,Shelby,0.11,0.13,1,0.30,South,Kentucky
0.32,0.23,0.19,Nelson,0.11,0.15,1,0.30,South,Kentucky
0.31,0.20,0.16,Woodford,0.12,0.12,1,0.30,South,Kentucky
0.31,0.22,0.24,Jefferson,0.12,0.17,1,0.26,South,Kentucky
0.31,0.24,0.26,Gallatin,0.12,0.16,1,0.37,South,Kentucky
0.35,0.22,0.23,Trimble,0.12,0.14,1,0.28,South,Kentucky
0.33,0.22,0.19,Hancock,0.12,0.13,1,0.27,South,Kentucky
0.29,0.21,0.26,Graves,0.12,0.15,1,0.29,South,Kentucky
0.33,0.21,0.21,Franklin,0.12,0.16,1,0.29,South,Kentucky
0.31,0.22,0.26,Bracken,0.12,0.15,1,0.30,South,Kentucky
0.32,0.23,0.25,Clark,0.12,0.16,1,0.29,South,Kentucky
0.33,0.19,0.19,Marshall,0.12,0.13,1,0.29,South,Kentucky
0.29,0.21,0.22,Daviess,0.12,0.14,1,0.25,South,Kentucky
0.32,0.21,0.25,Owen,0.12,0.14,1,0.36,South,Kentucky
0.34,0.24,0.33,Carter,0.12,0.17,1,0.34,South,Kentucky
0.32,0.22,0.24,Boyle,0.12,0.17,1,0.29,South,Kentucky
0.32,0.22,0.30,Nicholas,0.12,0.16,1,0.34,South,Kentucky
0.33,0.25,0.28,Marion,0.12,0.15,1,0.25,South,Kentucky
0.35,0.25,0.29,Allen,0.12,0.15,1,0.34,South,Kentucky
0.33,0.25,0.28,Montgomery,0.12,0.17,1,0.30,South,Kentucky
0.33,0.22,0.24,Webster,0.12,0.14,1,0.30,South,Kentucky
0.32,0.24,0.26,Henry,0.12,0.15,1,0.33,South,Kentucky
0.32,0.24,0.38,Adair,0.13,0.16,1,0.32,South,Kentucky
0.35,0.24,0.35,Laurel,0.13,0.17,1,0.31,South,Kentucky
0.33,0.21,0.21,Washington,0.13,0.14,1,0.35,South,Kentucky
0.35,0.22,0.24,Ballard,0.13,0.14,1,0.33,South,Kentucky
0.30,0.23,0.24,Harrison,0.13,0.17,1,0.29,South,Kentucky
0.37,0.25,0.30,Muhlenberg,0.13,0.16,1,0.33,South,Kentucky
0.35,0.21,0.25,Hopkins,0.13,0.16,1,0.29,South,Kentucky
0.35,0.21,0.28,Edmonson,0.13,0.16,1,0.33,South,Kentucky
0.35,0.23,0.27,Garrard,0.13,0.15,1,0.31,South,Kentucky
0.33,0.26,0.23,Union,0.13,0.17,1,0.29,South,Kentucky
0.32,0.20,0.26,McCracken,0.13,0.16,1,0.28,South,Kentucky
0.31,0.23,0.28,Larue,0.13,0.14,1,0.30,South,Kentucky
0.32,0.23,0.24,Simpson,0.13,0.17,1,0.32,South,Kentucky
0.36,0.24,0.26,Logan,0.13,0.16,1,0.38,South,Kentucky
0.31,0.22,0.23,Livingston,0.13,0.15,1,0.29,South,Kentucky
0.37,0.22,0.27,Breckinridge,0.13,0.15,1,0.39,South,Kentucky
0.32,0.25,0.27,Henderson,0.13,0.16,1,0.29,South,Kentucky
0.36,0.27,0.39,Whitley,0.13,0.18,1,0.34,South,Kentucky
0.34,0.24,0.30,Mason,0.13,0.17,1,0.30,South,Kentucky
0.37,0.24,0.35,Boyd,0.13,0.16,1,0.30,South,Kentucky
0.36,0.26,0.31,Grayson,0.13,0.18,1,0.34,South,Kentucky
0.33,0.22,0.25,Mercer,0.13,0.15,1,0.30,South,Kentucky
0.33,0.22,0.28,Caldwell,0.13,0.16,1,0.33,South,Kentucky
0.38,0.22,0.23,Greenup,0.13,0.15,1,0.32,South,Kentucky
0.34,0.23,0.29,Bourbon,0.13,0.16,1,0.34,South,Kentucky
0.35,0.27,0.39,Powell,0.13,0.20,1,0.30,South,Kentucky
0.33,0.21,0.23,Lyon,0.13,0.15,1,0.31,South,Kentucky
0.33,0.22,0.28,Carlisle,0.13,0.14,1,0.31,South,Kentucky
0.36,0.24,0.24,McLean,0.13,0.15,1,0.32,South,Kentucky
0.40,0.24,0.29,Ohio,0.13,0.14,1,0.34,South,Kentucky
0.37,0.25,0.35,Taylor,0.13,0.17,1,0.35,South,Kentucky
0.35,0.25,0.34,Pulaski,0.13,0.17,1,0.32,South,Kentucky
0.38,0.27,0.28,Carroll,0.13,0.18,1,0.30,South,Kentucky
0.41,0.29,0.43,Martin,0.13,0.21,1,0.33,South,Kentucky
0.33,0.24,0.29,Todd,0.13,0.16,1,0.34,South,Kentucky
0.35,0.25,0.30,Fleming,0.13,0.17,1,0.33,South,Kentucky
0.41,0.25,0.33,Lawrence,0.13,0.18,1,0.36,South,Kentucky
0.40,0.26,0.38,Leslie,0.13,0.21,1,0.35,South,Kentucky
0.34,0.28,0.41,Magoffin,0.13,0.22,1,0.34,South,Kentucky
0.32,0.23,0.31,Crittenden,0.13,0.15,1,0.31,South,Kentucky
0.33,0.24,0.29,Barren,0.13,0.16,1,0.31,South,Kentucky
0.39,0.26,0.32,Johnson,0.13,0.18,1,0.35,South,Kentucky
0.29,0.27,0.35,Lincoln,0.13,0.18,1,0.33,South,Kentucky
0.39,0.26,0.32,Rockcastle,0.14,0.16,1,0.34,South,Kentucky
0.41,0.26,0.44,Knott,0.14,0.20,1,0.38,South,Kentucky
0.38,0.26,0.32,Pike,0.14,0.18,1,0.35,South,Kentucky
0.38,0.29,0.44,Floyd,0.14,0.20,1,0.37,South,Kentucky
0.35,0.30,0.40,Morgan,0.14,0.19,1,0.33,South,Kentucky
0.38,0.25,0.37,Letcher,0.14,0.21,1,0.35,South,Kentucky
0.36,0.26,0.31,Butler,0.14,0.17,1,0.37,South,Kentucky
0.38,0.27,0.36,Perry,0.14,0.20,1,0.36,South,Kentucky
0.33,0.29,0.47,Clay,0.14,0.22,1,0.31,South,Kentucky
0.29,0.21,0.26,Trigg,0.14,0.15,1,0.30,South,Kentucky
0.33,0.24,0.30,Green,0.14,0.16,1,0.31,South,Kentucky
0.30,0.27,0.45,Lee,0.14,0.22,1,0.37,South,Kentucky
0.32,0.26,0.38,Estill,0.14,0.18,1,0.32,South,Kentucky
0.34,0.28,0.40,Elliott,0.14,0.20,1,0.36,South,Kentucky
0.35,0.24,0.35,Robertson,0.14,0.17,1,0.33,South,Kentucky
0.35,0.26,0.34,Hart,0.14,0.17,1,0.34,South,Kentucky
0.31,0.27,0.34,Bath,0.14,0.18,1,0.30,South,Kentucky
0.34,0.24,0.37,Russell,0.14,0.18,1,0.35,South,Kentucky
0.33,0.26,0.42,Menifee,0.14,0.19,1,0.29,South,Kentucky
0.33,0.26,0.38,Clinton,0.14,0.17,1,0.32,South,Kentucky
0.34,0.26,0.38,Metcalfe,0.14,0.16,1,0.35,South,Kentucky
0.31,0.26,0.39,Monroe,0.15,0.16,1,0.28,South,Kentucky
0.41,0.28,0.36,Jackson,0.15,0.22,1,0.34,South,Kentucky
0.43,0.29,0.44,Breathitt,0.15,0.20,1,0.33,South,Kentucky
0.37,0.30,0.45,Lewis,0.15,0.19,1,0.35,South,Kentucky
0.35,0.22,0.29,Hickman,0.15,0.16,1,0.32,South,Kentucky
0.36,0.27,0.43,Casey,0.15,0.16,1,0.33,South,Kentucky
0.35,0.25,0.38,Wayne,0.15,0.18,1,0.35,South,Kentucky
0.37,0.29,0.49,Knox,0.15,0.22,1,0.34,South,Kentucky
0.37,0.28,0.43,Harlan,0.15,0.23,1,0.40,South,Kentucky
0.36,0.30,0.45,Bell,0.15,0.23,1,0.35,South,Kentucky
0.37,0.29,0.55,Owsley,0.15,0.21,1,0.31,South,Kentucky
0.34,0.25,0.38,Cumberland,0.15,0.18,1,0.34,South,Kentucky
0.34,0.33,0.50,McCreary,0.15,0.22,1,0.28,South,Kentucky
0.35,0.26,0.45,Fulton,0.16,0.23,1,0.31,South,Kentucky
0.33,0.30,0.50,Wolfe,0.16,0.22,1,0.34,South,Kentucky
0.38,0.22,0.20,Vernon,0.09,0.15,1,0.29,South,Louisiana
0.36,0.23,0.17,Livingston,0.09,0.11,1,0.29,South,Louisiana
0.32,0.19,0.18,Ascension,0.09,0.11,1,0.28,South,Louisiana
0.35,0.20,0.17,Cameron,0.09,0.08,1,0.28,South,Louisiana
0.28,0.19,0.15,St. Tammany,0.09,0.10,1,0.25,South,Louisiana
0.29,0.23,0.20,Lafayette,0.10,0.14,1,0.26,South,Louisiana
0.36,0.20,0.25,Lafourche,0.10,0.11,1,0.34,South,Louisiana
0.35,0.20,0.20,Plaquemines,0.10,0.12,1,0.32,South,Louisiana
0.34,0.21,0.22,Bossier,0.10,0.13,1,0.27,South,Louisiana
0.34,0.23,0.26,Grant,0.10,0.13,1,0.30,South,Louisiana
0.36,0.20,0.18,St. Charles,0.10,0.12,1,0.33,South,Louisiana
0.32,0.22,0.25,Vermilion,0.10,0.13,1,0.33,South,Louisiana
0.34,0.25,0.31,Lincoln,0.10,0.21,1,0.27,South,Louisiana
0.35,0.22,0.23,Beauregard,0.10,0.13,1,0.30,South,Louisiana
0.40,0.23,0.27,Terrebonne,0.10,0.12,1,0.34,South,Louisiana
0.35,0.24,0.27,St. Bernard,0.10,0.14,1,0.37,South,Louisiana
0.39,0.23,0.21,La Salle,0.11,0.11,1,0.29,South,Louisiana
0.35,0.23,0.26,Allen,0.11,0.15,1,0.34,South,Louisiana
0.32,0.20,0.24,East Baton Rouge,0.11,0.17,1,0.25,South,Louisiana
0.33,0.25,0.26,Calcasieu,0.11,0.14,1,0.33,South,Louisiana
0.40,0.23,0.32,Tangipahoa,0.11,0.17,1,0.34,South,Louisiana
0.35,0.23,0.27,St. Martin,0.11,0.14,1,0.31,South,Louisiana
0.32,0.23,0.28,Acadia,0.11,0.14,1,0.38,South,Louisiana
0.38,0.21,0.29,West Baton Rouge,0.11,0.15,1,0.30,South,Louisiana
0.32,0.19,0.26,Jefferson,0.11,0.14,1,0.31,South,Louisiana
0.36,0.22,0.28,Jefferson Davis,0.12,0.14,1,0.34,South,Louisiana
0.38,0.22,0.29,Iberia,0.12,0.15,1,0.34,South,Louisiana
0.37,0.23,0.31,Caldwell,0.12,0.15,1,0.35,South,Louisiana
0.35,0.23,0.36,Ouachita,0.12,0.18,1,0.33,South,Louisiana
0.33,0.21,0.27,Assumption,0.12,0.15,1,0.29,South,Louisiana
0.37,0.25,0.32,Evangeline,0.12,0.17,1,0.33,South,Louisiana
0.35,0.23,0.31,St. John the Baptist,0.12,0.16,1,0.32,South,Louisiana
0.37,0.24,0.32,Catahoula,0.12,0.17,1,0.33,South,Louisiana
0.37,0.24,0.32,West Carroll,0.12,0.19,1,0.34,South,Louisiana
0.37,0.25,0.27,Rapides,0.12,0.16,1,0.32,South,Louisiana
0.38,0.24,0.38,Natchitoches,0.12,0.20,1,0.30,South,Louisiana
0.38,0.24,0.30,St. Mary,0.13,0.16,1,0.34,South,Louisiana
0.39,0.25,0.34,Avoyelles,0.13,0.17,1,0.36,South,Louisiana
0.38,0.21,0.25,St. James,0.13,0.16,1,0.32,South,Louisiana
0.32,0.23,0.43,Orleans,0.13,0.22,1,0.26,South,Louisiana
0.40,0.23,0.27,Sabine,0.13,0.14,1,0.33,South,Louisiana
0.35,0.23,0.37,Caddo,0.13,0.18,1,0.31,South,Louisiana
0.40,0.24,0.31,Iberville,0.13,0.17,1,0.32,South,Louisiana
0.38,0.21,0.28,Pointe Coupee,0.13,0.15,1,0.32,South,Louisiana
0.39,0.23,0.25,East Feliciana,0.13,0.16,1,0.33,South,Louisiana
0.39,0.24,0.36,Richland,0.13,0.18,1,0.35,South,Louisiana
0.38,0.24,0.21,West Feliciana,0.13,0.16,1,0.28,South,Louisiana
0.39,0.24,0.33,Jackson,0.13,0.17,1,0.35,South,Louisiana
0.33,0.24,0.32,Webster,0.13,0.17,1,0.36,South,Louisiana
0.36,0.25,0.34,Winn,0.13,0.17,1,0.33,South,Louisiana
0.36,0.23,0.33,Union,0.13,0.16,1,0.33,South,Louisiana
0.36,0.24,0.44,Franklin,0.13,0.20,1,0.37,South,Louisiana
0.40,0.26,0.38,Washington,0.13,0.18,1,0.34,South,Louisiana
0.42,0.25,0.40,St. Landry,0.14,0.18,1,0.34,South,Louisiana
0.37,0.24,0.31,De Soto,0.14,0.17,1,0.34,South,Louisiana
0.40,0.24,0.35,Red River,0.14,0.17,1,0.37,South,Louisiana
0.39,0.27,0.43,Concordia,0.14,0.22,1,0.37,South,Louisiana
0.38,0.24,0.37,Claiborne,0.14,0.21,1,0.32,South,Louisiana
0.40,0.26,0.45,Morehouse,0.15,0.22,1,0.36,South,Louisiana
0.38,0.24,0.38,Bienville,0.15,0.19,1,0.36,South,Louisiana
0.41,0.25,0.37,St. Helena,0.16,0.20,1,0.34,South,Louisiana
0.43,0.32,0.51,Madison,0.16,0.26,1,0.32,South,Louisiana
0.43,0.33,0.54,East Carroll,0.18,0.30,1,0.37,South,Louisiana
0.34,0.29,0.45,Tensas,0.19,0.23,1,0.37,South,Louisiana
0.35,0.20,0.22,Lafayette,0.09,0.21,1,0.29,South,Mississippi
0.35,0.18,0.21,Lamar,0.09,0.18,1,0.28,South,Mississippi
0.37,0.17,0.15,DeSoto,0.09,0.15,1,0.32,South,Mississippi
0.31,0.18,0.15,Rankin,0.09,0.15,1,0.29,South,Mississippi
0.34,0.18,0.24,George,0.10,0.17,1,0.34,South,Mississippi
0.33,0.21,0.32,Oktibbeha,0.10,0.25,1,0.27,South,Mississippi
0.32,0.19,0.28,Stone,0.10,0.17,1,0.31,South,Mississippi
0.32,0.17,0.18,Madison,0.10,0.18,1,0.29,South,Mississippi
0.38,0.20,0.25,Greene,0.10,0.19,1,0.33,South,Mississippi
0.33,0.18,0.25,Pontotoc,0.11,0.16,1,0.36,South,Mississippi
0.33,0.19,0.24,Itawamba,0.11,0.17,1,0.38,South,Mississippi
0.32,0.19,0.30,Lee,0.11,0.19,1,0.34,South,Mississippi
0.34,0.22,0.33,Forrest,0.11,0.23,1,0.32,South,Mississippi
0.33,0.21,0.27,Harrison,0.11,0.20,1,0.30,South,Mississippi
0.31,0.18,0.23,Jackson,0.11,0.18,1,0.30,South,Mississippi
0.30,0.20,0.29,Hancock,0.11,0.17,1,0.32,South,Mississippi
0.34,0.20,0.23,Union,0.12,0.18,1,0.34,South,Mississippi
0.32,0.19,0.29,Pearl River,0.12,0.18,1,0.31,South,Mississippi
0.34,0.20,0.29,Alcorn,0.12,0.18,1,0.38,South,Mississippi
0.31,0.20,0.30,Prentiss,0.12,0.20,1,0.38,South,Mississippi
0.36,0.19,0.26,Tishomingo,0.12,0.17,1,0.34,South,Mississippi
0.35,0.21,0.27,Tate,0.12,0.20,1,0.37,South,Mississippi
0.34,0.21,0.27,Tippah,0.12,0.20,1,0.37,South,Mississippi
0.36,0.20,0.32,Webster,0.12,0.22,1,0.34,South,Mississippi
0.36,0.18,0.32,Smith,0.12,0.19,1,0.37,South,Mississippi
0.38,0.20,0.36,Jones,0.13,0.19,1,0.36,South,Mississippi
0.34,0.20,0.33,Lauderdale,0.13,0.22,1,0.35,South,Mississippi
0.37,0.20,0.33,Perry,0.13,0.19,1,0.37,South,Mississippi
0.31,0.19,0.31,Newton,0.13,0.19,1,0.36,South,Mississippi
0.37,0.22,0.29,Neshoba,0.13,0.19,1,0.35,South,Mississippi
0.36,0.20,0.30,Monroe,0.13,0.22,1,0.37,South,Mississippi
0.39,0.20,0.29,Lincoln,0.13,0.20,1,0.34,South,Mississippi
0.39,0.19,0.31,Lawrence,0.13,0.20,1,0.35,South,Mississippi
0.35,0.20,0.34,Lowndes,0.13,0.24,1,0.30,South,Mississippi
0.36,0.20,0.33,Warren,0.13,0.23,1,0.37,South,Mississippi
0.34,0.21,0.36,Scott,0.13,0.19,1,0.34,South,Mississippi
0.40,0.20,0.36,Simpson,0.14,0.20,1,0.39,South,Mississippi
0.40,0.21,0.48,Tallahatchie,0.14,0.24,1,0.35,South,Mississippi
0.36,0.19,0.33,Clarke,0.14,0.21,1,0.37,South,Mississippi
0.39,0.20,0.34,Marshall,0.14,0.22,1,0.39,South,Mississippi
0.36,0.20,0.36,Covington,0.14,0.21,1,0.36,South,Mississippi
0.35,0.20,0.38,Calhoun,0.14,0.21,1,0.33,South,Mississippi
0.40,0.19,0.35,Grenada,0.14,0.22,1,0.36,South,Mississippi
0.38,0.21,0.35,Wayne,0.14,0.23,1,0.37,South,Mississippi
0.35,0.21,0.35,Hinds,0.14,0.25,1,0.33,South,Mississippi
0.35,0.21,0.39,Panola,0.14,0.24,1,0.39,South,Mississippi
0.39,0.20,0.29,Franklin,0.14,0.21,1,0.34,South,Mississippi
0.38,0.21,0.38,Copiah,0.14,0.23,1,0.37,South,Mississippi
0.38,0.21,0.38,Benton,0.14,0.22,1,0.35,South,Mississippi
0.39,0.22,0.43,Leake,0.14,0.22,1,0.36,South,Mississippi
0.32,0.19,0.26,Carroll,0.14,0.20,1,0.36,South,Mississippi
0.34,0.20,0.35,Choctaw,0.14,0.22,1,0.35,South,Mississippi
0.38,0.20,0.40,Walthall,0.14,0.22,1,0.36,South,Mississippi
0.35,0.23,0.40,Marion,0.14,0.22,1,0.36,South,Mississippi
0.40,0.23,0.39,Yazoo,0.14,0.27,1,0.36,South,Mississippi
0.38,0.20,0.34,Yalobusha,0.15,0.21,1,0.36,South,Mississippi
0.37,0.22,0.35,Chickasaw,0.15,0.23,1,0.35,South,Mississippi
0.38,0.21,0.41,Pike,0.15,0.24,1,0.33,South,Mississippi
0.37,0.25,0.48,Issaquena,0.15,0.30,1,0.35,South,Mississippi
0.40,0.20,0.33,Attala,0.15,0.23,1,0.37,South,Mississippi
0.38,0.20,0.42,Clay,0.15,0.29,1,0.39,South,Mississippi
0.36,0.22,0.40,Winston,0.15,0.25,1,0.41,South,Mississippi
0.38,0.20,0.36,Montgomery,0.15,0.25,1,0.34,South,Mississippi
0.42,0.24,0.42,Tunica,0.15,0.32,1,0.39,South,Mississippi
0.42,0.23,0.45,Sunflower,0.16,0.31,1,0.36,South,Mississippi
0.41,0.22,0.40,Wilkinson,0.16,0.26,1,0.39,South,Mississippi
0.39,0.22,0.32,Jasper,0.16,0.22,1,0.36,South,Mississippi
0.39,0.21,0.32,Amite,0.16,0.21,1,0.35,South,Mississippi
0.36,0.22,0.47,Adams,0.16,0.24,1,0.29,South,Mississippi
0.34,0.23,0.43,Bolivar,0.16,0.28,1,0.35,South,Mississippi
0.38,0.22,0.37,Kemper,0.16,0.27,1,0.33,South,Mississippi
0.46,0.25,0.48,Coahoma,0.17,0.32,1,0.38,South,Mississippi
0.41,0.24,0.48,Washington,0.17,0.31,1,0.39,South,Mississippi
0.42,0.24,0.54,Leflore,0.17,0.32,1,0.36,South,Mississippi
0.38,0.24,0.43,Jefferson Davis,0.18,0.25,1,0.36,South,Mississippi
0.43,0.26,0.50,Claiborne,0.18,0.30,1,0.37,South,Mississippi
0.42,0.24,0.45,Noxubee,0.18,0.30,1,0.40,South,Mississippi
0.41,0.24,0.54,Sharkey,0.19,0.28,1,0.38,South,Mississippi
0.42,0.27,0.51,Quitman,0.19,0.30,1,0.35,South,Mississippi
0.47,0.27,0.58,Holmes,0.19,0.33,1,0.38,South,Mississippi
0.44,0.27,0.57,Humphreys,0.20,0.33,1,0.38,South,Mississippi
0.44,0.27,0.45,Jefferson,0.20,0.33,1,0.37,South,Mississippi
0.26,0.20,0.20,Onslow,0.07,0.17,1,0.23,South,North Carolina
0.25,0.15,0.14,Wake,0.08,0.14,1,0.18,South,North Carolina
0.20,0.17,0.13,Orange,0.08,0.15,1,0.15,South,North Carolina
0.26,0.21,0.19,Watauga,0.08,0.20,1,0.22,South,North Carolina
0.27,0.17,0.15,Union,0.09,0.12,1,0.19,South,North Carolina
0.28,0.18,0.17,Cabarrus,0.09,0.15,1,0.24,South,North Carolina
0.32,0.16,0.14,Camden,0.09,0.13,1,0.24,South,North Carolina
0.24,0.16,0.21,Mecklenburg,0.09,0.18,1,0.21,South,North Carolina
0.26,0.16,0.23,New Hanover,0.09,0.18,1,0.21,South,North Carolina
0.28,0.18,0.17,Currituck,0.09,0.13,1,0.25,South,North Carolina
0.28,0.17,0.19,Dare,0.10,0.15,1,0.27,South,North Carolina
0.28,0.17,0.19,Iredell,0.10,0.15,1,0.23,South,North Carolina
0.29,0.19,0.21,Lincoln,0.10,0.15,1,0.28,South,North Carolina
0.28,0.17,0.22,Durham,0.10,0.18,1,0.21,South,North Carolina
0.23,0.19,0.21,Buncombe,0.10,0.15,1,0.21,South,North Carolina
0.33,0.20,0.27,Harnett,0.10,0.17,1,0.28,South,North Carolina
0.32,0.20,0.28,Jackson,0.10,0.17,1,0.28,South,North Carolina
0.34,0.21,0.27,Pitt,0.10,0.21,1,0.26,South,North Carolina
0.25,0.19,0.29,Madison,0.10,0.15,1,0.28,South,North Carolina
0.28,0.16,0.21,Davie,0.10,0.14,1,0.27,South,North Carolina
0.30,0.18,0.26,Craven,0.10,0.18,1,0.29,South,North Carolina
0.31,0.19,0.23,Catawba,0.10,0.16,1,0.30,South,North Carolina
0.35,0.20,0.22,Johnston,0.10,0.15,1,0.24,South,North Carolina
0.30,0.18,0.22,Stanly,0.10,0.16,1,0.32,South,North Carolina
0.30,0.18,0.23,Davidson,0.10,0.16,1,0.31,South,North Carolina
0.34,0.19,0.21,Stokes,0.10,0.15,1,0.31,South,North Carolina
0.26,0.17,0.24,Carteret,0.11,0.15,1,0.26,South,North Carolina
0.33,0.19,0.23,Alexander,0.11,0.15,1,0.26,South,North Carolina
0.28,0.19,0.25,Guilford,0.11,0.19,1,0.23,South,North Carolina
0.26,0.19,0.32,Avery,0.11,0.16,1,0.24,South,North Carolina
0.32,0.20,0.27,Yadkin,0.11,0.14,1,0.26,South,North Carolina
0.24,0.16,0.22,Henderson,0.11,0.13,1,0.24,South,North Carolina
0.26,0.17,0.27,Haywood,0.11,0.15,1,0.24,South,North Carolina
0.30,0.20,0.26,Randolph,0.11,0.15,1,0.31,South,North Carolina
0.31,0.21,0.28,Caldwell,0.11,0.17,1,0.28,South,North Carolina
0.34,0.21,0.23,Gaston,0.11,0.18,1,0.30,South,North Carolina
0.32,0.22,0.26,Cumberland,0.11,0.20,1,0.27,South,North Carolina
0.32,0.19,0.30,Burke,0.11,0.17,1,0.30,South,North Carolina
0.30,0.20,0.27,McDowell,0.11,0.17,1,0.31,South,North Carolina
0.28,0.17,0.24,Moore,0.11,0.15,1,0.24,South,North Carolina
0.34,0.19,0.24,Alamance,0.11,0.17,1,0.26,South,North Carolina
0.34,0.20,0.29,Rowan,0.11,0.17,1,0.31,South,North Carolina
0.29,0.18,0.29,Mitchell,0.11,0.17,1,0.30,South,North Carolina
0.27,0.19,0.30,Yancey,0.11,0.16,1,0.25,South,North Carolina
0.29,0.19,0.21,Pender,0.11,0.17,1,0.26,South,North Carolina
0.35,0.23,0.28,Hoke,0.11,0.19,1,0.30,South,North Carolina
0.24,0.16,0.29,Transylvania,0.11,0.15,1,0.23,South,North Carolina
0.29,0.20,0.28,Lee,0.11,0.17,1,0.25,South,North Carolina
0.27,0.15,0.25,Polk,0.11,0.14,1,0.26,South,North Carolina
0.34,0.19,0.28,Pasquotank,0.11,0.21,1,0.28,South,North Carolina
0.29,0.18,0.28,Forsyth,0.11,0.17,1,0.24,South,North Carolina
0.29,0.19,0.26,Surry,0.11,0.16,1,0.32,South,North Carolina
0.37,0.19,0.19,Granville,0.11,0.17,1,0.29,South,North Carolina
0.31,0.19,0.33,Graham,0.11,0.19,1,0.26,South,North Carolina
0.32,0.20,0.31,Cleveland,0.11,0.19,1,0.30,South,North Carolina
0.26,0.18,0.31,Ashe,0.12,0.17,1,0.27,South,North Carolina
0.32,0.20,0.23,Franklin,0.12,0.16,1,0.29,South,North Carolina
0.27,0.16,0.21,Chatham,0.12,0.12,1,0.23,South,North Carolina
0.26,0.20,0.30,Wilkes,0.12,0.17,1,0.29,South,North Carolina
0.29,0.17,0.30,Brunswick,0.12,0.16,1,0.21,South,North Carolina
0.35,0.20,0.36,Wayne,0.12,0.19,1,0.27,South,North Carolina
0.34,0.20,0.29,Rockingham,0.12,0.18,1,0.31,South,North Carolina
0.28,0.22,0.32,Rutherford,0.12,0.19,1,0.29,South,North Carolina
0.25,0.18,0.33,Macon,0.12,0.16,1,0.28,South,North Carolina
0.29,0.19,0.33,Cherokee,0.12,0.16,1,0.30,South,North Carolina
0.33,0.19,0.26,Person,0.12,0.18,1,0.27,South,North Carolina
0.26,0.19,0.34,Alleghany,0.12,0.15,1,0.33,South,North Carolina
0.30,0.19,0.29,Hyde,0.12,0.20,1,0.29,South,North Carolina
0.35,0.23,0.29,Swain,0.12,0.19,1,0.29,South,North Carolina
0.37,0.21,0.37,Richmond,0.13,0.22,1,0.32,South,North Carolina
0.29,0.18,0.30,Clay,0.13,0.16,1,0.32,South,North Carolina
0.32,0.21,0.31,Montgomery,0.13,0.18,1,0.28,South,North Carolina
0.32,0.17,0.32,Pamlico,0.13,0.16,1,0.27,South,North Carolina
0.31,0.19,0.26,Nash,0.13,0.21,1,0.31,South,North Carolina
0.34,0.19,0.24,Gates,0.13,0.18,1,0.31,South,North Carolina
0.34,0.22,0.38,Greene,0.13,0.19,1,0.29,South,North Carolina
0.33,0.18,0.29,Beaufort,0.13,0.19,1,0.29,South,North Carolina
0.38,0.22,0.39,Wilson,0.13,0.22,1,0.31,South,North Carolina
0.39,0.20,0.37,Sampson,0.14,0.17,1,0.32,South,North Carolina
0.33,0.19,0.29,Perquimans,0.14,0.19,1,0.26,South,North Carolina
0.36,0.19,0.29,Caswell,0.14,0.20,1,0.32,South,North Carolina
0.34,0.19,0.37,Jones,0.14,0.19,1,0.29,South,North Carolina
0.31,0.21,0.37,Tyrrell,0.14,0.18,1,0.27,South,North Carolina
0.31,0.23,0.35,Columbus,0.14,0.21,1,0.28,South,North Carolina
0.29,0.22,0.38,Duplin,0.14,0.18,1,0.32,South,North Carolina
0.35,0.24,0.36,Anson,0.14,0.23,1,0.30,South,North Carolina
0.37,0.22,0.39,Vance,0.15,0.24,1,0.33,South,North Carolina
0.32,0.20,0.36,Chowan,0.15,0.22,1,0.28,South,North Carolina
0.36,0.21,0.36,Lenoir,0.15,0.22,1,0.33,South,North Carolina
0.37,0.25,0.42,Scotland,0.15,0.26,1,0.27,South,North Carolina
0.35,0.23,0.36,Bladen,0.15,0.22,1,0.33,South,North Carolina
0.36,0.22,0.32,Martin,0.15,0.22,1,0.32,South,North Carolina
0.35,0.22,0.35,Hertford,0.16,0.24,1,0.33,South,North Carolina
0.39,0.23,0.35,Halifax,0.16,0.25,1,0.35,South,North Carolina
0.39,0.22,0.38,Edgecombe,0.16,0.26,1,0.33,South,North Carolina
0.33,0.21,0.43,Washington,0.16,0.22,1,0.29,South,North Carolina
0.39,0.29,0.47,Robeson,0.16,0.22,1,0.34,South,North Carolina
0.38,0.22,0.35,Warren,0.17,0.23,1,0.30,South,North Carolina
0.36,0.23,0.39,Bertie,0.17,0.24,1,0.33,South,North Carolina
0.38,0.21,0.38,Northampton,0.18,0.23,1,0.34,South,North Carolina
0.31,0.19,0.22,Pickens,0.10,0.14,1,0.23,South,South Carolina
0.32,0.19,0.20,Lexington,0.10,0.12,1,0.26,South,South Carolina
0.31,0.19,0.19,Dorchester,0.10,0.14,1,0.22,South,South Carolina
